"adm2_name","adm2_pcode","scenario","start","end","phase_majority","phase_mean"
"Rab Dhuure","SO2505","ML1",2024-02-01,2024-05-31,2,1.84586453437805
"Tayeeglow","SO2503","ML1",2024-02-01,2024-05-31,3,2.44196534156799
"Waajid","SO2504","ML1",2024-02-01,2024-05-31,3,2.508544921875
"Xudur","SO2501","ML1",2024-02-01,2024-05-31,2,2.16709470748901
"Bondhere","SO2201","ML1",2024-02-01,2024-05-31,2,2
"Cabdulasis","SO2202","ML1",2024-02-01,2024-05-31,2,2
"Daynile","SO2203","ML1",2024-02-01,2024-05-31,2,2
"Dharkenley","SO2204","ML1",2024-02-01,2024-05-31,2,2
"Hamar Jabjab","SO2205","ML1",2024-02-01,2024-05-31,2,2
"Hamar Weyne","SO2206","ML1",2024-02-01,2024-05-31,2,2
"Hawl Wadaag","SO2207","ML1",2024-02-01,2024-05-31,2,2
"Heliwa","SO2208","ML1",2024-02-01,2024-05-31,2,2
"Hodan","SO2209","ML1",2024-02-01,2024-05-31,2,2
"Kahda","SO2210","ML1",2024-02-01,2024-05-31,2,2
"Karaan","SO2211","ML1",2024-02-01,2024-05-31,2,2
"Shangaani","SO2212","ML1",2024-02-01,2024-05-31,2,2
"Shibis","SO2213","ML1",2024-02-01,2024-05-31,2,2
"Unspecified","Unspecified","ML1",2024-02-01,2024-05-31,2,2
"Waaberi","SO2214","ML1",2024-02-01,2024-05-31,2,2
"Wadajir (Medina)","SO2215","ML1",2024-02-01,2024-05-31,2,2
"Wardhigley","SO2216","ML1",2024-02-01,2024-05-31,2,2
"Yaaqshid","SO2217","ML1",2024-02-01,2024-05-31,2,2
"Bandarbeyla","SO1602","ML1",2024-02-01,2024-05-31,2,2.17195582389832
"Bossaso","SO1601","ML1",2024-02-01,2024-05-31,2,2
"Caluula","SO1603","ML1",2024-02-01,2024-05-31,2,2
"Iskushuban","SO1604","ML1",2024-02-01,2024-05-31,2,2.06724572181702
"Qandala","SO1605","ML1",2024-02-01,2024-05-31,2,2
"Qardho","SO1606","ML1",2024-02-01,2024-05-31,2,2.0000696182251
"Baydhaba","SO2401","ML1",2024-02-01,2024-05-31,3,2.55843138694763
"Buur Hakaba","SO2402","ML1",2024-02-01,2024-05-31,3,2.42326927185059
"Diinsoor","SO2403","ML1",2024-02-01,2024-05-31,2,2.39383697509766
"Qansax Dheere","SO2404","ML1",2024-02-01,2024-05-31,2,2.03097176551819
"Cabudwaaq","SO1902","ML1",2024-02-01,2024-05-31,2,2
"Cadaado","SO1903","ML1",2024-02-01,2024-05-31,2,2.3460910320282
"Ceel Buur","SO1904","ML1",2024-02-01,2024-05-31,2,2.48366594314575
"Ceel Dheer","SO1905","ML1",2024-02-01,2024-05-31,2,2.38909554481506
"Dhuusamarreeb","SO1901","ML1",2024-02-01,2024-05-31,3,2.62056159973145
"Baardheere","SO2602","ML1",2024-02-01,2024-05-31,2,2.21666884422302
"Belet Xaawo","SO2603","ML1",2024-02-01,2024-05-31,2,2
"Ceel Waaq","SO2604","ML1",2024-02-01,2024-05-31,2,2
"Doolow","SO2605","ML1",2024-02-01,2024-05-31,2,2.62197589874268
"Garbahaarey","SO2601","ML1",2024-02-01,2024-05-31,2,2.23585176467896
"Luuq","SO2606","ML1",2024-02-01,2024-05-31,2,2.25435853004456
"Belet Weyne","SO2001","ML1",2024-02-01,2024-05-31,2,2.03838229179382
"Bulo Burto","SO2002","ML1",2024-02-01,2024-05-31,2,2.07559609413147
"Jalalaqsi","SO2003","ML1",2024-02-01,2024-05-31,2,2.15559577941895
"Afmadow","SO2802","ML1",2024-02-01,2024-05-31,1,1.18580639362335
"Badhaadhe","SO2803","ML1",2024-02-01,2024-05-31,1,1
"Jamaame","SO2804","ML1",2024-02-01,2024-05-31,3,2.2017240524292
"Kismaayo","SO2801","ML1",2024-02-01,2024-05-31,1,1.09392607212067
"Afgooye","SO2302","ML1",2024-02-01,2024-05-31,2,2.23368692398071
"Baraawe","SO2303","ML1",2024-02-01,2024-05-31,1,1.13708245754242
"Kurtunwaarey","SO2304","ML1",2024-02-01,2024-05-31,1,1.46518659591675
"Marka","SO2301","ML1",2024-02-01,2024-05-31,3,2.11996722221375
"Qoryooley","SO2305","ML1",2024-02-01,2024-05-31,1,1.67808544635773
"Sablaale","SO2306","ML1",2024-02-01,2024-05-31,1,1.31291019916534
"Wanla Weyn","SO2307","ML1",2024-02-01,2024-05-31,1,1.48709392547607
"Bu'aale","SO2701","ML1",2024-02-01,2024-05-31,1,1.70927143096924
"Jilib","SO2702","ML1",2024-02-01,2024-05-31,1,1.59533727169037
"Saakow","SO2703","ML1",2024-02-01,2024-05-31,1,1.50431144237518
"Adan Yabaal","SO2102","ML1",2024-02-01,2024-05-31,2,1.96919286251068
"Balcad","SO2103","ML1",2024-02-01,2024-05-31,2,2.16841912269592
"Cadale","SO2104","ML1",2024-02-01,2024-05-31,2,1.97116088867188
"Jowhar","SO2101","ML1",2024-02-01,2024-05-31,2,2.02216982841492
"Gaalkacyo","SO1801","ML1",2024-02-01,2024-05-31,2,2.00120282173157
"Galdogob","SO1802","ML1",2024-02-01,2024-05-31,2,2
"Hobyo","SO1803","ML1",2024-02-01,2024-05-31,3,2.89164185523987
"Jariiban","SO1804","ML1",2024-02-01,2024-05-31,2,2.1763916015625
"Xarardheere","SO1805","ML1",2024-02-01,2024-05-31,3,2.59001731872559
"Burtinle","SO1702","ML1",2024-02-01,2024-05-31,2,2
"Eyl","SO1703","ML1",2024-02-01,2024-05-31,2,2.26084446907043
"Garoowe","SO1701","ML1",2024-02-01,2024-05-31,2,2
"Ceel Afweyn","SO1502","ML1",2024-02-01,2024-05-31,2,2
"Ceerigaabo","SO1501","ML1",2024-02-01,2024-05-31,2,2
"Laasqoray","SO1503","ML1",2024-02-01,2024-05-31,2,2
"Caynabo","SO1402","ML1",2024-02-01,2024-05-31,2,2
"Laas Caanood","SO1401","ML1",2024-02-01,2024-05-31,2,2
"Taleex","SO1403","ML1",2024-02-01,2024-05-31,2,2
"Xudun","SO1404","ML1",2024-02-01,2024-05-31,2,2
"Burco","SO1301","ML1",2024-02-01,2024-05-31,2,2
"Buuhoodle","SO1302","ML1",2024-02-01,2024-05-31,2,2
"Owdweyne","SO1303","ML1",2024-02-01,2024-05-31,2,2.00005674362183
"Sheikh","SO1304","ML1",2024-02-01,2024-05-31,2,2
"Berbera","SO1202","ML1",2024-02-01,2024-05-31,2,2
"Gebiley","SO1203","ML1",2024-02-01,2024-05-31,2,2.45261311531067
"Hargeysa","SO1201","ML1",2024-02-01,2024-05-31,2,2.41341423988342
"Baki","SO1102","ML2",2024-02-01,2024-05-31,2,2.0786817073822
"Borama","SO1101","ML2",2024-02-01,2024-05-31,2,2.35800695419312
"Lughaye","SO1103","ML2",2024-02-01,2024-05-31,2,2
"Zeylac","SO1104","ML2",2024-02-01,2024-05-31,2,2
"Ceel Barde","SO2502","ML2",2024-02-01,2024-05-31,1,1.00106883049011
"Rab Dhuure","SO2505","ML2",2024-02-01,2024-05-31,2,1.84573888778687
"Tayeeglow","SO2503","ML2",2024-02-01,2024-05-31,3,2.43782305717468
"Waajid","SO2504","ML2",2024-02-01,2024-05-31,3,2.508544921875
"Xudur","SO2501","ML2",2024-02-01,2024-05-31,2,2.16709470748901
"Bondhere","SO2201","ML2",2024-02-01,2024-05-31,2,2
"Cabdulasis","SO2202","ML2",2024-02-01,2024-05-31,2,2
"Daynile","SO2203","ML2",2024-02-01,2024-05-31,2,2
"Dharkenley","SO2204","ML2",2024-02-01,2024-05-31,2,2
"Hamar Jabjab","SO2205","ML2",2024-02-01,2024-05-31,2,2
"Hamar Weyne","SO2206","ML2",2024-02-01,2024-05-31,2,2
"Hawl Wadaag","SO2207","ML2",2024-02-01,2024-05-31,2,2
"Heliwa","SO2208","ML2",2024-02-01,2024-05-31,2,2
"Hodan","SO2209","ML2",2024-02-01,2024-05-31,2,2
"Kahda","SO2210","ML2",2024-02-01,2024-05-31,2,2
"Karaan","SO2211","ML2",2024-02-01,2024-05-31,2,2
"Shangaani","SO2212","ML2",2024-02-01,2024-05-31,2,2
"Shibis","SO2213","ML2",2024-02-01,2024-05-31,2,2
"Unspecified","Unspecified","ML2",2024-02-01,2024-05-31,2,2
"Waaberi","SO2214","ML2",2024-02-01,2024-05-31,2,2
"Wadajir (Medina)","SO2215","ML2",2024-02-01,2024-05-31,2,2
"Wardhigley","SO2216","ML2",2024-02-01,2024-05-31,2,2
"Yaaqshid","SO2217","ML2",2024-02-01,2024-05-31,2,2
"Bandarbeyla","SO1602","ML2",2024-02-01,2024-05-31,2,2
"Bossaso","SO1601","ML2",2024-02-01,2024-05-31,2,2
"Caluula","SO1603","ML2",2024-02-01,2024-05-31,2,2
"Iskushuban","SO1604","ML2",2024-02-01,2024-05-31,2,2
"Qandala","SO1605","ML2",2024-02-01,2024-05-31,2,2
"Qardho","SO1606","ML2",2024-02-01,2024-05-31,2,2
"Baydhaba","SO2401","ML2",2024-02-01,2024-05-31,3,2.55843138694763
"Buur Hakaba","SO2402","ML2",2024-02-01,2024-05-31,3,2.4227876663208
"Diinsoor","SO2403","ML2",2024-02-01,2024-05-31,2,2.39383697509766
"Qansax Dheere","SO2404","ML2",2024-02-01,2024-05-31,2,2.02608323097229
"Cabudwaaq","SO1902","ML2",2024-02-01,2024-05-31,2,2
"Cadaado","SO1903","ML2",2024-02-01,2024-05-31,2,2.34681630134583
"Ceel Buur","SO1904","ML2",2024-02-01,2024-05-31,3,2.37048840522766
"Ceel Dheer","SO1905","ML2",2024-02-01,2024-05-31,2,2.38909554481506
"Dhuusamarreeb","SO1901","ML2",2024-02-01,2024-05-31,3,2.61833119392395
"Baardheere","SO2602","ML2",2024-02-01,2024-05-31,1,1.42894387245178
"Belet Xaawo","SO2603","ML2",2024-02-01,2024-05-31,1,1.06855249404907
"Ceel Waaq","SO2604","ML2",2024-02-01,2024-05-31,1,1.0531815290451
"Doolow","SO2605","ML2",2024-02-01,2024-05-31,2,2.15364336967468
"Garbahaarey","SO2601","ML2",2024-02-01,2024-05-31,1,1.58570027351379
"Luuq","SO2606","ML2",2024-02-01,2024-05-31,2,1.75055456161499
"Belet Weyne","SO2001","ML2",2024-02-01,2024-05-31,2,1.5865992307663
"Bulo Burto","SO2002","ML2",2024-02-01,2024-05-31,1,1.37709081172943
"Jalalaqsi","SO2003","ML2",2024-02-01,2024-05-31,1,1.64511358737946
"Afmadow","SO2802","ML2",2024-02-01,2024-05-31,1,1.18539988994598
"Badhaadhe","SO2803","ML2",2024-02-01,2024-05-31,1,1.19990527629852
"Jamaame","SO2804","ML2",2024-02-01,2024-05-31,3,2.60032939910889
"Kismaayo","SO2801","ML2",2024-02-01,2024-05-31,1,1.34706819057465
"Afgooye","SO2302","ML2",2024-02-01,2024-05-31,2,2.23368692398071
"Baraawe","SO2303","ML2",2024-02-01,2024-05-31,2,2.06854128837585
"Kurtunwaarey","SO2304","ML2",2024-02-01,2024-05-31,1,1.57128655910492
"Marka","SO2301","ML2",2024-02-01,2024-05-31,3,2.50226378440857
"Qoryooley","SO2305","ML2",2024-02-01,2024-05-31,1,1.67808544635773
"Sablaale","SO2306","ML2",2024-02-01,2024-05-31,1,1.34924912452698
"Wanla Weyn","SO2307","ML2",2024-02-01,2024-05-31,1,1.45120120048523
"Bu'aale","SO2701","ML2",2024-02-01,2024-05-31,1,1.70927143096924
"Jilib","SO2702","ML2",2024-02-01,2024-05-31,2,1.96354258060455
"Saakow","SO2703","ML2",2024-02-01,2024-05-31,1,1.50096189975739
"Adan Yabaal","SO2102","ML2",2024-02-01,2024-05-31,2,1.94891273975372
"Balcad","SO2103","ML2",2024-02-01,2024-05-31,2,2.16841912269592
"Cadale","SO2104","ML2",2024-02-01,2024-05-31,2,1.97044217586517
"Jowhar","SO2101","ML2",2024-02-01,2024-05-31,2,2.02061319351196
"Gaalkacyo","SO1801","ML2",2024-02-01,2024-05-31,2,2.39007830619812
"Galdogob","SO1802","ML2",2024-02-01,2024-05-31,2,2
"Hobyo","SO1803","ML2",2024-02-01,2024-05-31,3,2.8923487663269
"Jariiban","SO1804","ML2",2024-02-01,2024-05-31,2,2.00108885765076
"Xarardheere","SO1805","ML2",2024-02-01,2024-05-31,3,2.59001731872559
"Burtinle","SO1702","ML2",2024-02-01,2024-05-31,2,2
"Eyl","SO1703","ML2",2024-02-01,2024-05-31,2,2
"Garoowe","SO1701","ML2",2024-02-01,2024-05-31,2,2
"Ceel Afweyn","SO1502","ML2",2024-02-01,2024-05-31,2,2
"Ceerigaabo","SO1501","ML2",2024-02-01,2024-05-31,2,2
"Laasqoray","SO1503","ML2",2024-02-01,2024-05-31,2,2
"Caynabo","SO1402","ML2",2024-02-01,2024-05-31,2,2
"Laas Caanood","SO1401","ML2",2024-02-01,2024-05-31,2,2
"Taleex","SO1403","ML2",2024-02-01,2024-05-31,2,2
"Xudun","SO1404","ML2",2024-02-01,2024-05-31,2,2
"Burco","SO1301","ML2",2024-02-01,2024-05-31,2,2.14297556877136
"Buuhoodle","SO1302","ML2",2024-02-01,2024-05-31,2,2
"Owdweyne","SO1303","ML2",2024-02-01,2024-05-31,2,2.17981934547424
"Sheikh","SO1304","ML2",2024-02-01,2024-05-31,2,2.08230090141296
"Berbera","SO1202","ML2",2024-02-01,2024-05-31,2,2
"Gebiley","SO1203","ML2",2024-02-01,2024-05-31,2,2.45261311531067
"Hargeysa","SO1201","ML2",2024-02-01,2024-05-31,2,2.41341423988342
"Baki","SO1102","CS",2024-06-01,2024-06-30,2,2.0786817073822
"Borama","SO1101","CS",2024-06-01,2024-06-30,2,2.35800695419312
"Lughaye","SO1103","CS",2024-06-01,2024-06-30,2,2
"Zeylac","SO1104","CS",2024-06-01,2024-06-30,2,2
"Ceel Barde","SO2502","CS",2024-06-01,2024-06-30,1,1.00106883049011
"Rab Dhuure","SO2505","CS",2024-06-01,2024-06-30,2,1.84586453437805
"Tayeeglow","SO2503","CS",2024-06-01,2024-06-30,3,2.43795871734619
"Waajid","SO2504","CS",2024-06-01,2024-06-30,3,2.508544921875
"Xudur","SO2501","CS",2024-06-01,2024-06-30,2,2.16709470748901
"Bondhere","SO2201","CS",2024-06-01,2024-06-30,2,2
"Cabdulasis","SO2202","CS",2024-06-01,2024-06-30,2,2
"Daynile","SO2203","CS",2024-06-01,2024-06-30,2,2
"Dharkenley","SO2204","CS",2024-06-01,2024-06-30,2,2
"Hamar Jabjab","SO2205","CS",2024-06-01,2024-06-30,2,2
"Hamar Weyne","SO2206","CS",2024-06-01,2024-06-30,2,2
"Hawl Wadaag","SO2207","CS",2024-06-01,2024-06-30,2,2
"Heliwa","SO2208","CS",2024-06-01,2024-06-30,2,2
"Hodan","SO2209","CS",2024-06-01,2024-06-30,2,2
"Kahda","SO2210","CS",2024-06-01,2024-06-30,2,2
"Karaan","SO2211","CS",2024-06-01,2024-06-30,2,2
"Shangaani","SO2212","CS",2024-06-01,2024-06-30,2,2
"Shibis","SO2213","CS",2024-06-01,2024-06-30,2,2
"Unspecified","Unspecified","CS",2024-06-01,2024-06-30,2,2
"Waaberi","SO2214","CS",2024-06-01,2024-06-30,2,2
"Wadajir (Medina)","SO2215","CS",2024-06-01,2024-06-30,2,2
"Wardhigley","SO2216","CS",2024-06-01,2024-06-30,2,2
"Yaaqshid","SO2217","CS",2024-06-01,2024-06-30,2,2
"Bandarbeyla","SO1602","CS",2024-06-01,2024-06-30,2,2.17195582389832
"Bossaso","SO1601","CS",2024-06-01,2024-06-30,2,2
"Caluula","SO1603","CS",2024-06-01,2024-06-30,2,2
"Iskushuban","SO1604","CS",2024-06-01,2024-06-30,2,2.06724572181702
"Qandala","SO1605","CS",2024-06-01,2024-06-30,2,2
"Qardho","SO1606","CS",2024-06-01,2024-06-30,2,2.0000696182251
"Baydhaba","SO2401","CS",2024-06-01,2024-06-30,3,2.55843138694763
"Buur Hakaba","SO2402","CS",2024-06-01,2024-06-30,3,2.42326927185059
"Diinsoor","SO2403","CS",2024-06-01,2024-06-30,2,2.39383697509766
"Qansax Dheere","SO2404","CS",2024-06-01,2024-06-30,2,2.02666139602661
"Cabudwaaq","SO1902","CS",2024-06-01,2024-06-30,2,2
"Cadaado","SO1903","CS",2024-06-01,2024-06-30,2,2.34681630134583
"Ceel Buur","SO1904","CS",2024-06-01,2024-06-30,2,2.48350262641907
"Ceel Dheer","SO1905","CS",2024-06-01,2024-06-30,2,2.38909554481506
"Dhuusamarreeb","SO1901","CS",2024-06-01,2024-06-30,3,2.62056159973145
"Baardheere","SO2602","CS",2024-06-01,2024-06-30,2,2.21666884422302
"Belet Xaawo","SO2603","CS",2024-06-01,2024-06-30,2,2
"Ceel Waaq","SO2604","CS",2024-06-01,2024-06-30,2,2
"Doolow","SO2605","CS",2024-06-01,2024-06-30,2,2.62197589874268
"Garbahaarey","SO2601","CS",2024-06-01,2024-06-30,2,2.23562264442444
"Luuq","SO2606","CS",2024-06-01,2024-06-30,2,2.25435853004456
"Belet Weyne","SO2001","CS",2024-06-01,2024-06-30,2,1.5865992307663
"Bulo Burto","SO2002","CS",2024-06-01,2024-06-30,1,1.37744462490082
"Jalalaqsi","SO2003","CS",2024-06-01,2024-06-30,1,1.64538168907166
"Afmadow","SO2802","CS",2024-06-01,2024-06-30,1,1.18580639362335
"Badhaadhe","SO2803","CS",2024-06-01,2024-06-30,1,1
"Jamaame","SO2804","CS",2024-06-01,2024-06-30,3,2.2017240524292
"Kismaayo","SO2801","CS",2024-06-01,2024-06-30,1,1.09392607212067
"Afgooye","SO2302","CS",2024-06-01,2024-06-30,2,2.23567509651184
"Baraawe","SO2303","CS",2024-06-01,2024-06-30,1,1.13708245754242
"Kurtunwaarey","SO2304","CS",2024-06-01,2024-06-30,1,1.46518659591675
"Marka","SO2301","CS",2024-06-01,2024-06-30,3,2.11996722221375
"Qoryooley","SO2305","CS",2024-06-01,2024-06-30,1,1.67808544635773
"Sablaale","SO2306","CS",2024-06-01,2024-06-30,1,1.31291019916534
"Wanla Weyn","SO2307","CS",2024-06-01,2024-06-30,1,1.48568534851074
"Bu'aale","SO2701","CS",2024-06-01,2024-06-30,1,1.70927143096924
"Jilib","SO2702","CS",2024-06-01,2024-06-30,1,1.59533727169037
"Saakow","SO2703","CS",2024-06-01,2024-06-30,1,1.50431144237518
"Adan Yabaal","SO2102","CS",2024-06-01,2024-06-30,2,1.94891273975372
"Balcad","SO2103","CS",2024-06-01,2024-06-30,2,2.33600568771362
"Cadale","SO2104","CS",2024-06-01,2024-06-30,2,1.97044217586517
"Jowhar","SO2101","CS",2024-06-01,2024-06-30,2,2.15139389038086
"Gaalkacyo","SO1801","CS",2024-06-01,2024-06-30,2,2.39007830619812
"Galdogob","SO1802","CS",2024-06-01,2024-06-30,2,2
"Hobyo","SO1803","CS",2024-06-01,2024-06-30,3,2.89247941970825
"Jariiban","SO1804","CS",2024-06-01,2024-06-30,2,2.1769847869873
"Xarardheere","SO1805","CS",2024-06-01,2024-06-30,3,2.59001731872559
"Burtinle","SO1702","CS",2024-06-01,2024-06-30,2,2
"Eyl","SO1703","CS",2024-06-01,2024-06-30,2,2.26084446907043
"Garoowe","SO1701","CS",2024-06-01,2024-06-30,2,2
"Ceel Afweyn","SO1502","CS",2024-06-01,2024-06-30,2,2
"Ceerigaabo","SO1501","CS",2024-06-01,2024-06-30,2,2
"Laasqoray","SO1503","CS",2024-06-01,2024-06-30,2,2
"Caynabo","SO1402","CS",2024-06-01,2024-06-30,2,2
"Laas Caanood","SO1401","CS",2024-06-01,2024-06-30,2,2
"Taleex","SO1403","CS",2024-06-01,2024-06-30,2,2
"Xudun","SO1404","CS",2024-06-01,2024-06-30,2,2
"Burco","SO1301","CS",2024-06-01,2024-06-30,2,2.14297556877136
"Buuhoodle","SO1302","CS",2024-06-01,2024-06-30,2,2
"Owdweyne","SO1303","CS",2024-06-01,2024-06-30,2,2.17981934547424
"Sheikh","SO1304","CS",2024-06-01,2024-06-30,2,2.08230090141296
"Berbera","SO1202","CS",2024-06-01,2024-06-30,2,2
"Gebiley","SO1203","CS",2024-06-01,2024-06-30,2,2.45261311531067
"Hargeysa","SO1201","CS",2024-06-01,2024-06-30,2,2.41341423988342
"Baki","SO1102","ML2",2024-06-01,2024-09-30,2,2.0786817073822
"Borama","SO1101","ML2",2024-06-01,2024-09-30,2,2.35800695419312
"Lughaye","SO1103","ML2",2024-06-01,2024-09-30,2,2
"Zeylac","SO1104","ML2",2024-06-01,2024-09-30,2,2
"Ceel Barde","SO2502","ML2",2024-06-01,2024-09-30,1,1.00106883049011
"Rab Dhuure","SO2505","ML2",2024-06-01,2024-09-30,2,1.84573888778687
"Tayeeglow","SO2503","ML2",2024-06-01,2024-09-30,3,2.43795871734619
"Waajid","SO2504","ML2",2024-06-01,2024-09-30,3,2.508544921875
"Xudur","SO2501","ML2",2024-06-01,2024-09-30,2,2.16709470748901
"Bondhere","SO2201","ML2",2024-06-01,2024-09-30,2,2
"Cabdulasis","SO2202","ML2",2024-06-01,2024-09-30,2,2
"Daynile","SO2203","ML2",2024-06-01,2024-09-30,2,2
"Dharkenley","SO2204","ML2",2024-06-01,2024-09-30,2,2
"Hamar Jabjab","SO2205","ML2",2024-06-01,2024-09-30,2,2
"Hamar Weyne","SO2206","ML2",2024-06-01,2024-09-30,2,2
"Hawl Wadaag","SO2207","ML2",2024-06-01,2024-09-30,2,2
"Heliwa","SO2208","ML2",2024-06-01,2024-09-30,2,2
"Hodan","SO2209","ML2",2024-06-01,2024-09-30,2,2
"Kahda","SO2210","ML2",2024-06-01,2024-09-30,2,2
"Karaan","SO2211","ML2",2024-06-01,2024-09-30,2,2
"Shangaani","SO2212","ML2",2024-06-01,2024-09-30,2,2
"Shibis","SO2213","ML2",2024-06-01,2024-09-30,2,2
"Unspecified","Unspecified","ML2",2024-06-01,2024-09-30,2,2
"Waaberi","SO2214","ML2",2024-06-01,2024-09-30,2,2
"Wadajir (Medina)","SO2215","ML2",2024-06-01,2024-09-30,2,2
"Wardhigley","SO2216","ML2",2024-06-01,2024-09-30,2,2
"Yaaqshid","SO2217","ML2",2024-06-01,2024-09-30,2,2
"Bandarbeyla","SO1602","ML2",2024-06-01,2024-09-30,2,2
"Bossaso","SO1601","ML2",2024-06-01,2024-09-30,2,2
"Caluula","SO1603","ML2",2024-06-01,2024-09-30,2,2
"Iskushuban","SO1604","ML2",2024-06-01,2024-09-30,2,2
"Qandala","SO1605","ML2",2024-06-01,2024-09-30,2,2
"Qardho","SO1606","ML2",2024-06-01,2024-09-30,2,2
"Baydhaba","SO2401","ML2",2024-06-01,2024-09-30,3,2.55843138694763
"Buur Hakaba","SO2402","ML2",2024-06-01,2024-09-30,3,2.42326927185059
"Diinsoor","SO2403","ML2",2024-06-01,2024-09-30,2,2.39383697509766
"Qansax Dheere","SO2404","ML2",2024-06-01,2024-09-30,2,2.03097176551819
"Cabudwaaq","SO1902","ML2",2024-06-01,2024-09-30,2,2
"Cadaado","SO1903","ML2",2024-06-01,2024-09-30,2,2.34681630134583
"Ceel Buur","SO1904","ML2",2024-06-01,2024-09-30,3,2.37048840522766
"Ceel Dheer","SO1905","ML2",2024-06-01,2024-09-30,2,2.38909554481506
"Dhuusamarreeb","SO1901","ML2",2024-06-01,2024-09-30,3,2.61833119392395
"Baardheere","SO2602","ML2",2024-06-01,2024-09-30,1,1.53795099258423
"Belet Xaawo","SO2603","ML2",2024-06-01,2024-09-30,1,1.06855249404907
"Ceel Waaq","SO2604","ML2",2024-06-01,2024-09-30,1,1.0531815290451
"Doolow","SO2605","ML2",2024-06-01,2024-09-30,2,2.15510749816895
"Garbahaarey","SO2601","ML2",2024-06-01,2024-09-30,1,1.70362615585327
"Luuq","SO2606","ML2",2024-06-01,2024-09-30,2,1.87775945663452
"Belet Weyne","SO2001","ML2",2024-06-01,2024-09-30,2,1.5865992307663
"Bulo Burto","SO2002","ML2",2024-06-01,2024-09-30,1,1.37709081172943
"Jalalaqsi","SO2003","ML2",2024-06-01,2024-09-30,1,1.64511358737946
"Afmadow","SO2802","ML2",2024-06-01,2024-09-30,1,1.18539988994598
"Badhaadhe","SO2803","ML2",2024-06-01,2024-09-30,1,1
"Jamaame","SO2804","ML2",2024-06-01,2024-09-30,3,2.2017240524292
"Kismaayo","SO2801","ML2",2024-06-01,2024-09-30,1,1.09392607212067
"Afgooye","SO2302","ML2",2024-06-01,2024-09-30,2,2.23567509651184
"Baraawe","SO2303","ML2",2024-06-01,2024-09-30,1,1.13708245754242
"Kurtunwaarey","SO2304","ML2",2024-06-01,2024-09-30,1,1.46518659591675
"Marka","SO2301","ML2",2024-06-01,2024-09-30,3,2.11996722221375
"Qoryooley","SO2305","ML2",2024-06-01,2024-09-30,1,1.67808544635773
"Sablaale","SO2306","ML2",2024-06-01,2024-09-30,1,1.31291019916534
"Wanla Weyn","SO2307","ML2",2024-06-01,2024-09-30,1,1.48568534851074
"Bu'aale","SO2701","ML2",2024-06-01,2024-09-30,1,1.70927143096924
"Jilib","SO2702","ML2",2024-06-01,2024-09-30,1,1.59533727169037
"Saakow","SO2703","ML2",2024-06-01,2024-09-30,1,1.50137495994568
"Adan Yabaal","SO2102","ML2",2024-06-01,2024-09-30,2,1.94891273975372
"Balcad","SO2103","ML2",2024-06-01,2024-09-30,2,2.33475112915039
"Cadale","SO2104","ML2",2024-06-01,2024-09-30,2,1.97044217586517
"Jowhar","SO2101","ML2",2024-06-01,2024-09-30,2,2.02067804336548
"Gaalkacyo","SO1801","ML2",2024-06-01,2024-09-30,2,2.39007830619812
"Galdogob","SO1802","ML2",2024-06-01,2024-09-30,2,2
"Hobyo","SO1803","ML2",2024-06-01,2024-09-30,3,2.8923487663269
"Jariiban","SO1804","ML2",2024-06-01,2024-09-30,2,2.00108885765076
"Xarardheere","SO1805","ML2",2024-06-01,2024-09-30,3,2.59001731872559
"Burtinle","SO1702","ML2",2024-06-01,2024-09-30,2,2
"Eyl","SO1703","ML2",2024-06-01,2024-09-30,2,2
"Garoowe","SO1701","ML2",2024-06-01,2024-09-30,2,2
"Ceel Afweyn","SO1502","ML2",2024-06-01,2024-09-30,2,2
"Ceerigaabo","SO1501","ML2",2024-06-01,2024-09-30,2,2
"Laasqoray","SO1503","ML2",2024-06-01,2024-09-30,2,2
"Caynabo","SO1402","ML2",2024-06-01,2024-09-30,2,2
"Laas Caanood","SO1401","ML2",2024-06-01,2024-09-30,2,2
"Taleex","SO1403","ML2",2024-06-01,2024-09-30,2,2
"Xudun","SO1404","ML2",2024-06-01,2024-09-30,2,2
"Burco","SO1301","ML2",2024-06-01,2024-09-30,2,2
"Buuhoodle","SO1302","ML2",2024-06-01,2024-09-30,2,2
"Owdweyne","SO1303","ML2",2024-06-01,2024-09-30,2,2.00005674362183
"Sheikh","SO1304","ML2",2024-06-01,2024-09-30,2,2
"Berbera","SO1202","ML2",2024-06-01,2024-09-30,2,2
"Gebiley","SO1203","ML2",2024-06-01,2024-09-30,2,2.45261311531067
"Hargeysa","SO1201","ML2",2024-06-01,2024-09-30,2,2.41341423988342
"Baki","SO1102","ML1",2024-06-01,2024-09-30,2,2.0786817073822
"Borama","SO1101","ML1",2024-06-01,2024-09-30,2,2.35800695419312
"Lughaye","SO1103","ML1",2024-06-01,2024-09-30,2,2
"Zeylac","SO1104","ML1",2024-06-01,2024-09-30,2,2
"Ceel Barde","SO2502","ML1",2024-06-01,2024-09-30,1,1.00106883049011
"Rab Dhuure","SO2505","ML1",2024-06-01,2024-09-30,2,1.84573888778687
"Tayeeglow","SO2503","ML1",2024-06-01,2024-09-30,3,2.43795871734619
"Waajid","SO2504","ML1",2024-06-01,2024-09-30,3,2.508544921875
"Xudur","SO2501","ML1",2024-06-01,2024-09-30,2,2.16709470748901
